timestamp,open,high,low,close,volume
1642060800,15.5,15.5,15.5,15.5,0.0
1642320000,15.5,15.5,15.5,15.5,0.0
1642406400,15.5,15.5,14.0,15.5,18005.0
1642492800,15.5,15.5,12.4,15.5,17500.0
1642579200,15.5,15.5,12.4,15.5,3517.0
1642665600,15.5,15.5,15.5,15.5,0.0
1643011200,15.5,15.5,13.5,13.5,18000.0
1643097600,15.5,15.5,12.4,12.4,2400.0
1643184000,15.5,15.5,13.95,14.0,223.0
1644480000,15.5,15.5,12.67,13.94,369.0
1644739200,15.5,15.5,13.0,13.25,376.0
1644825600,15.5,15.5,12.65,12.65,1000.0
1645603200,15.5,15.5,12.52,13.71,5657.0
1645689600,15.5,15.5,12.6,12.6,514.0
1646121600,15.5,15.5,12.8,12.8,500.0
1646208000,15.5,15.5,12.7,12.7,235.0
1646726400,15.5,15.5,12.4,12.4,3980.0
1646812800,15.5,15.5,12.4,12.4,1400.0
1646899200,15.5,15.5,12.4,12.4,1614.0
1647936000,15.5,15.5,12.4,12.4,2187.0
1648540800,15.5,15.5,14.39,14.39,34.0
1648627200,15.5,15.5,14.37,14.37,10.0
1648972800,15.5,15.5,14.0,14.0,197.0
1649059200,15.5,15.5,12.75,15.09,3366.0
1649318400,15.5,15.5,12.6,14.98,68.0
1650268800,15.5,15.5,12.5,12.5,2.0
1651132800,15.5,15.5,13.0,13.0,534.0
1651996800,15.5,15.5,13.01,13.01,75.0
1652342400,15.5,15.5,12.4,12.4,10.0
1652774400,15.5,15.5,13.0,13.0,300.0
1653206400,15.5,15.5,12.62,12.62,490.0
1653465600,15.5,15.5,13.5,14.87,19.0
1653811200,15.5,15.5,14.87,14.87,5.0
1654070400,15.5,15.5,12.4,12.4,2388.0
1654156800,15.5,15.5,12.4,15.0,725.0
1654675200,15.5,15.5,12.51,12.51,5.0
1654761600,15.5,15.5,14.79,14.79,136.0
1655107200,15.5,15.5,12.53,12.55,36.0
1655193600,15.5,15.5,12.67,12.67,2005.0
1655884800,15.5,15.5,13.0,13.0,100.0
1658304000,15.5,15.5,12.6,13.0,844.0
1658390400,15.5,15.5,12.64,12.64,756.0
1658995200,15.5,15.5,12.41,12.41,11.0
1659340800,15.5,15.5,13.64,13.64,140.0
1660032000,15.5,15.5,13.0,13.0,153.0
1660118400,15.5,15.5,13.0,13.5,249.0
1660550400,15.5,15.5,12.64,12.64,100.0
1660636800,15.5,15.5,12.59,12.59,1.0
1661155200,15.5,15.5,12.57,12.72,503.0
1661241600,15.5,15.5,12.65,12.65,258.0
1661328000,15.5,15.5,14.76,14.77,200.0
1661414400,15.5,15.5,14.77,14.77,78.0
1661673600,15.5,15.5,12.66,12.66,51.0
1661760000,15.5,15.5,12.77,14.87,16.0
1661846400,15.5,15.5,14.8,14.8,86.0
1662451200,15.5,15.5,12.4,14.46,2825.0
1662537600,15.5,15.5,14.77,14.77,29.0
1663056000,15.5,15.5,12.56,12.56,3.0
1663142400,15.5,15.5,14.3,14.3,10.0
1663228800,15.5,15.5,13.4,13.4,998.0
1663488000,15.5,15.5,12.56,14.29,150.0
1664179200,15.5,15.5,13.99,13.99,16.0
1664352000,15.5,15.5,12.56,12.56,38.0
1664784000,15.5,15.5,12.61,12.61,3.0
1665907200,15.5,15.5,12.61,14.75,12.0
1665993600,15.5,15.5,12.61,14.71,42.0
1666080000,15.5,15.5,12.61,12.61,6.0
1666166400,15.5,15.5,12.61,14.71,33.0
1666512000,15.5,15.5,12.61,12.61,6.0
1666857600,15.5,15.5,12.64,12.64,1.0
1667116800,15.5,15.5,14.69,14.69,116.0
1667203200,15.5,15.5,14.6,14.7,105.0
1667289600,15.5,15.5,14.7,14.7,5.0
1667376000,15.5,15.5,14.7,14.7,200.0
1667462400,15.5,15.5,14.7,14.7,1.0
1667808000,15.5,15.5,12.66,12.76,140.0
1667894400,15.5,15.5,12.76,14.7,303.0
1668067200,15.5,15.5,12.77,14.7,140.0
1668412800,15.5,15.5,14.69,14.69,20.0
1668499200,15.5,15.5,14.0,14.1,600.0
1668672000,15.5,15.5,14.0,14.0,2738.0
1668931200,15.5,18.59,14.0,14.8,2983.0
1669017600,15.5,15.5,14.8,14.8,559.0
1669104000,15.5,15.5,15.0,15.0,13.0
1669190400,15.5,15.5,14.1,14.9,707.0
1669276800,15.5,15.5,14.1,14.89,151.0
1669536000,15.5,15.5,14.11,15.5,429.0
1669622400,15.5,15.5,15.0,15.0,513.0
1669708800,15.5,15.5,14.12,14.21,50.0
1669795200,15.5,17.99,14.21,15.8,724.0
1669881600,15.5,15.5,15.45,15.45,315.0
1670140800,15.5,15.5,15.0,15.0,10.0
1670227200,15.5,15.5,15.0,15.5,88.0
1670313600,15.5,15.7,12.41,15.7,1688.0
1670400000,15.5,16.1,15.1,16.1,1075.0
1670486400,15.5,16.1,15.5,16.1,3600.0
1670745600,15.5,17.0,15.0,17.0,18252.0
1670832000,15.5,16.0,15.01,15.5,26905.0
1670918400,15.5,15.5,14.91,14.91,75.0
1671004800,15.5,17.07,14.92,15.5,25511.0
1671091200,15.58,17.549999,15.58,17.0,2694.0
1671350400,15.58,17.98,15.58,16.700001,879.0
1671436800,15.58,17.969999,15.5,17.0,197.0
1671523200,15.58,16.0,15.58,16.0,450.0
1671609600,15.58,16.4,15.58,16.1,515.0
1671696000,15.58,17.889999,15.58,17.6,1245.0
1671955200,15.58,17.9,15.58,17.83,393.0
1672041600,15.58,17.889999,15.58,16.5,1530.0
1672128000,15.58,16.530001,15.58,16.5,1000.0
1672214400,15.58,17.42,15.58,16.620001,1910.0
1672300800,15.58,17.32,15.58,17.0,4092.0
1672646400,15.58,17.5,15.58,17.5,114.0
1672732800,15.58,17.99,15.58,17.700001,1062.0
1672819200,15.58,18.549999,15.58,18.549999,4729.0
1672905600,15.58,18.66,15.58,17.99,2557.0
1673251200,15.58,18.66,15.58,18.440001,3947.0
1673337600,15.58,17.299999,15.5,16.0,1527.0
1673424000,15.58,16.5,15.58,16.5,30.0
1673510400,15.58,16.0,15.58,16.0,498.0
1673769600,15.58,16.99,15.58,16.99,2082.0
1673856000,15.58,17.0,15.58,17.0,784.0
1673942400,15.58,17.889999,15.58,16.610001,2925.0
1674028800,15.58,16.5,15.58,16.5,940.0
1674115200,15.58,17.5,15.58,16.5,832.0
1674374400,15.58,16.01,15.58,16.01,7.0
1674460800,15.58,16.5,15.58,16.5,339.0
1674633600,15.58,17.48,15.58,17.48,64.0
1674979200,15.58,17.4,15.58,16.1,1825.0
1675152000,15.58,17.290001,15.58,17.280001,122.0
1675238400,15.58,17.27,15.58,16.52,903.0
1675584000,15.58,17.25,15.5,15.5,7858.0
1675670400,15.58,15.58,15.3,15.3,5608.0
1675756800,15.58,17.25,15.58,17.25,13.0
1675843200,15.58,17.25,15.58,17.25,1203.0
1676275200,15.58,16.0,15.58,15.58,28.0
1676361600,15.58,15.58,15.58,15.58,5.0
1676793600,15.58,17.25,14.21,17.25,348.0
1676966400,15.58,17.25,14.51,14.51,783.0
1677139200,15.58,17.190001,14.51,14.51,484.0
1677657600,15.58,17.5,15.58,17.5,3507.0
1677744000,15.58,17.5,15.58,17.5,1029.0
1678089600,15.58,16.26,15.58,16.26,1.0
1678176000,15.58,17.5,15.58,17.5,6.0
1678262400,15.58,17.5,15.58,16.01,102.0
1678608000,15.58,17.0,15.58,16.74,92.0
1678694400,15.58,17.5,14.01,17.49,56.0
1678953600,15.58,17.49,14.51,17.4,66.0
1679212800,15.58,17.450001,15.58,17.4,116.0
1679299200,15.58,17.450001,15.58,17.450001,2.0
1679385600,15.58,15.58,15.58,15.58,200000.0
1679472000,15.58,15.58,15.58,15.58,276463.0
1679558400,15.58,17.0,15.58,17.0,20.0
1679817600,15.58,17.0,15.58,17.0,10.0
1680163200,15.58,15.58,14.51,14.51,1.0
1680422400,15.58,15.58,14.52,14.52,34.0
1680508800,15.58,15.58,14.55,15.55,10048.0
1681027200,15.58,15.61,13.5,13.5,547.0
1681286400,15.58,15.58,13.5,13.5,1.0
1681372800,15.58,15.58,12.51,12.51,439.0
1681804800,15.58,15.58,14.0,14.0,30.0
1681891200,15.58,17.379999,15.58,17.0,180.0
1682496000,15.58,17.450001,12.51,17.440001,1187.0
1682582400,15.58,17.440001,13.27,17.440001,88.0
1682838000,15.58,17.440001,13.65,17.440001,312.0
1682924400,15.58,15.65,15.58,15.65,12.0
1683097200,15.58,17.200001,15.58,17.200001,10.0
1683442800,15.58,15.58,14.11,14.11,249.0
1683615600,15.58,15.58,14.11,14.11,2.0
1683788400,15.58,16.49,15.58,16.49,10.0
1684047600,15.58,16.459999,13.98,16.459999,287.0
1684134000,15.58,15.98,13.28,14.1,169.0
1684220400,15.58,15.96,15.0,15.96,45.0
1684306800,15.58,15.58,15.0,15.0,47.0
1684393200,15.58,15.88,13.3,13.3,35.0
1684652400,15.58,15.88,13.31,13.31,45.0
1684738800,15.58,15.88,15.58,15.88,1.0
1684825200,15.58,15.85,13.31,15.85,37.0
1684998000,15.58,15.58,13.31,15.0,40.0
1685343600,15.58,15.58,13.81,15.3,1855.0
1685430000,15.58,15.58,15.5,15.5,138.0
1685602800,15.58,15.58,13.83,13.83,192.0
1685948400,15.58,16.0,14.51,14.51,215.0
1686034800,15.58,15.58,14.0,14.0,50.0
1686121200,15.58,15.58,14.0,14.0,53.0
1686553200,15.58,15.58,14.51,15.5,43.0
1686639600,15.58,16.49,15.54,16.49,300.0
1686812400,15.58,16.440001,15.58,16.440001,5.0
1687071600,15.58,16.440001,12.76,16.440001,1314.0
1687158000,15.58,15.58,15.5,15.5,50.0
1687244400,15.58,15.58,15.5,15.5,20.0
1687417200,15.58,15.58,14.1,15.5,6.0
1687676400,15.58,15.58,15.5,15.5,14.0
1688540400,15.58,16.440001,14.51,16.440001,68.0
1688626800,15.58,16.4,15.58,16.4,6.0
1688972400,15.58,15.58,14.0,14.0,534.0
1689577200,15.58,15.58,13.02,15.4,516.0
1689663600,15.58,15.58,14.33,14.33,40.0
1689750000,15.58,15.58,14.0,15.39,776.0
1690268400,15.58,15.58,13.8,14.11,413.0
1690441200,15.58,15.58,14.3,15.0,567.0
1690700400,15.58,15.58,14.3,14.95,245.0
1690786800,15.58,15.58,15.0,15.0,143.0
1690873200,15.58,15.58,14.85,14.85,90.0
1690959600,15.58,15.58,14.0,14.0,1290.0
1691391600,15.58,15.58,14.0,14.0,1850.0
1691478000,15.58,15.58,14.79,14.79,130.0
1691564400,15.58,15.58,14.69,14.79,275.0
1691650800,15.58,15.58,14.0,14.0,4424.0
1691910000,15.58,15.58,14.11,14.6,2800.0
1691996400,15.58,15.58,14.4,14.88,350.0
1692082800,15.58,15.58,13.92,14.88,98.0
1692169200,15.58,15.58,14.2,14.2,1915.0
